date,timepoint,wheat,sensor,variety,rep_var,rep_pic,vi,max,mean,median,std,p95,p90,p85,min_air_temp,air_temp,max_air_temp,dewpoint,rel_humidity,soil_temp_2_in,min_soil_temp_8_in,avg_soil_temp_8_in,soil_wp_8_in,precip,solar_rad,et_grass,et_alfalfa
2022-06-12,13,spring,AG13,7,1,2,savi,0.48763,0.30073,0.3018,0.02681,0.3395,0.33052,0.32489,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,11,1,2,savi,0.48763,0.29847,0.30035,0.02719,0.33611,0.32866,0.32306,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,9,1,2,sr,1.96796,1.53025,1.52698,0.05393,1.60797,1.58757,1.57568,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,7,1,2,sr,1.96796,1.50492,1.50595,0.05634,1.58757,1.56765,1.55538,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,11,1,2,sr,1.96796,1.50023,1.50286,0.05652,1.58008,1.56353,1.55136,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-25,13,spring,AG13,9,1,4,cigreen0,3.23321,2.09225,2.08231,0.25369,2.52851,2.40891,2.34333,42.4,16.333333333333332,76.0,44.1,58.4,15.722222222222221,58.8,15.555555555555555,-17.7,0.0,31.03,0.21,0.25
2022-06-25,13,spring,AG13,7,1,4,cigreen0,3.23321,2.14979,2.1546,0.22438,2.51065,2.42349,2.36992,42.4,16.333333333333332,76.0,44.1,58.4,15.722222222222221,58.8,15.555555555555555,-17.7,0.0,31.03,0.21,0.25
2022-06-25,13,spring,AG13,11,1,4,cigreen0,3.23657,2.09913,2.10575,0.24579,2.48748,2.39995,2.34333,42.4,16.333333333333332,76.0,44.1,58.4,15.722222222222221,58.8,15.555555555555555,-17.7,0.0,31.03,0.21,0.25
2022-06-25,13,spring,AG13,9,1,4,cigreen,11.10009,7.8388,7.81038,0.72513,9.08578,8.74393,8.55647,42.4,16.333333333333332,76.0,44.1,58.4,15.722222222222221,58.8,15.555555555555555,-17.7,0.0,31.03,0.21,0.25
2022-06-25,13,spring,AG13,7,1,4,cigreen,11.10009,8.00326,8.01701,0.64136,9.03473,8.7856,8.63249,42.4,16.333333333333332,76.0,44.1,58.4,15.722222222222221,58.8,15.555555555555555,-17.7,0.0,31.03,0.21,0.25
2022-06-25,13,spring,AG13,11,1,4,cigreen,11.10969,7.85846,7.87739,0.70256,8.96851,8.71832,8.55647,42.4,16.333333333333332,76.0,44.1,58.4,15.722222222222221,58.8,15.555555555555555,-17.7,0.0,31.03,0.21,0.25
2022-06-25,13,spring,AG13,9,1,4,evi2,1.05051,0.51405,0.51006,0.06045,0.60324,0.58098,0.56732,42.4,16.333333333333332,76.0,44.1,58.4,15.722222222222221,58.8,15.555555555555555,-17.7,0.0,31.03,0.21,0.25
2022-06-25,13,spring,AG13,7,1,4,evi2,1.05051,0.49601,0.49212,0.05461,0.5831,0.56016,0.54624,42.4,16.333333333333332,76.0,44.1,58.4,15.722222222222221,58.8,15.555555555555555,-17.7,0.0,31.03,0.21,0.25
2022-06-25,13,spring,AG13,11,1,4,evi2,1.10018,0.50871,0.50346,0.06226,0.60604,0.57928,0.5632,42.4,16.333333333333332,76.0,44.1,58.4,15.722222222222221,58.8,15.555555555555555,-17.7,0.0,31.03,0.21,0.25
2022-06-25,13,spring,AG13,9,1,4,gndvi0,0.61783,0.5094,0.51008,0.03035,0.55835,0.54637,0.53952,42.4,16.333333333333332,76.0,44.1,58.4,15.722222222222221,58.8,15.555555555555555,-17.7,0.0,31.03,0.21,0.25
2022-06-25,13,spring,AG13,7,1,4,gndvi0,0.61783,0.51662,0.51861,0.02654,0.5566,0.54787,0.54233,42.4,16.333333333333332,76.0,44.1,58.4,15.722222222222221,58.8,15.555555555555555,-17.7,0.0,31.03,0.21,0.25
2022-06-25,13,spring,AG13,11,1,4,gndvi0,0.61807,0.51031,0.51288,0.02991,0.55432,0.54545,0.53952,42.4,16.333333333333332,76.0,44.1,58.4,15.722222222222221,58.8,15.555555555555555,-17.7,0.0,31.03,0.21,0.25
2022-06-25,13,spring,AG13,9,1,4,gndvi,4.78826,3.54111,3.52416,0.2803,4.02423,3.90591,3.82527,42.4,16.333333333333332,76.0,44.1,58.4,15.722222222222221,58.8,15.555555555555555,-17.7,0.0,31.03,0.21,0.25
2022-06-25,13,spring,AG13,7,1,4,gndvi,4.78826,3.59456,3.59108,0.25303,4.01537,3.91802,3.85016,42.4,16.333333333333332,76.0,44.1,58.4,15.722222222222221,58.8,15.555555555555555,-17.7,0.0,31.03,0.21,0.25
2022-06-25,13,spring,AG13,11,1,4,gndvi,4.78826,3.54169,3.54344,0.27287,3.99359,3.8884,3.82022,42.4,16.333333333333332,76.0,44.1,58.4,15.722222222222221,58.8,15.555555555555555,-17.7,0.0,31.03,0.21,0.25
2022-06-25,13,spring,AG13,9,1,4,ndvi,0.55333,0.30594,0.30431,0.03097,0.3518,0.34065,0.33374,42.4,16.333333333333332,76.0,44.1,58.4,15.722222222222221,58.8,15.555555555555555,-17.7,0.0,31.03,0.21,0.25
2022-06-25,13,spring,AG13,7,1,4,ndvi,0.55333,0.29658,0.29489,0.02825,0.34173,0.33012,0.32298,42.4,16.333333333333332,76.0,44.1,58.4,15.722222222222221,58.8,15.555555555555555,-17.7,0.0,31.03,0.21,0.25
2022-06-25,13,spring,AG13,11,1,4,ndvi,0.57333,0.30312,0.30087,0.03188,0.3532,0.33983,0.33166,42.4,16.333333333333332,76.0,44.1,58.4,15.722222222222221,58.8,15.555555555555555,-17.7,0.0,31.03,0.21,0.25
2022-06-25,13,spring,AG13,9,1,4,rdvi,8.60529,4.52043,4.47897,0.56097,5.40644,5.18389,5.04389,42.4,16.333333333333332,76.0,44.1,58.4,15.722222222222221,58.8,15.555555555555555,-17.7,0.0,31.03,0.21,0.25
2022-06-25,13,spring,AG13,7,1,4,rdvi,8.60529,4.37708,4.33457,0.49936,5.21039,4.97646,4.84015,42.4,16.333333333333332,76.0,44.1,58.4,15.722222222222221,58.8,15.555555555555555,-17.7,0.0,31.03,0.21,0.25
2022-06-25,13,spring,AG13,11,1,4,rdvi,8.91633,4.48251,4.41512,0.56582,5.41378,5.16378,4.99797,42.4,16.333333333333332,76.0,44.1,58.4,15.722222222222221,58.8,15.555555555555555,-17.7,0.0,31.03,0.21,0.25
2022-06-25,13,spring,AG13,9,1,4,savi,0.82828,0.45786,0.45542,0.04639,0.52659,0.50988,0.49953,42.4,16.333333333333332,76.0,44.1,58.4,15.722222222222221,58.8,15.555555555555555,-17.7,0.0,31.03,0.21,0.25
2022-06-25,13,spring,AG13,7,1,4,savi,0.82828,0.44385,0.44134,0.04231,0.51148,0.49409,0.48344,42.4,16.333333333333332,76.0,44.1,58.4,15.722222222222221,58.8,15.555555555555555,-17.7,0.0,31.03,0.21,0.25
